profile_id_dummy,education_institute,degree_name,start_year_degree,end_year_degree,profile_category,degree_bachelor,degree_master,degree_doctorate,degree_mba,education_degree_all,major_type
CTO_66,Harvard Business School,,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_66,Cabrillo College,electronics,1981,1983,CTO,,,,,None#None#None#None,Other
CTO_67,Cleveland State University,management information systems and services,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_67,The Ohio State University,electrical and electronics engineering,1900,1900,CTO,,,,,None#None#None#None,Engineering
CTO_68,Athens,,1989,1992,CTO,,,,,None#None#None#None,Other
CTO_68,University of North Carolina Wilmington,"bs, business systems",1992,1996,CTO,bachelor,,,,bachelor#None#None#None,Business / Economics
CTO_69,Centre College,"bs, computer science",2003,2007,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_70,St. John's University,"bs, computer science",1986,1990,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_71,North Carolina State University,"bachelor's degree, computer engineering",1998,2002,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_72,University of Central Oklahoma,"bachelor of science (b.s.), computer science",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_73,Columbia Engineering,"m.s., computer science",2006,2007,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_73,Sardar Patel Vidyalaya,,1993,1999,CTO,,,,,None#None#None#None,Other
CTO_73,Savitribai Phule Pune University,"b.e., computer engineering",1999,2003,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_74,Rensselaer Business School- The Lally School of Management and Technology,master of business administration,1900,1900,CTO,,master,,mba,None#master#mba#None,Business / Economics
CTO_74,Madurai Kamaraj University,"bachelor’s degree, engineering, computer science",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_75,NYU Stern School of Business,"mba, information technology",1988,1992,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_75,Fox School of Business at Temple University,"bba, economics",1981,1983,CTO,bachelor,,,,bachelor#None#None#None,Business / Economics
CTO_75,Stanford University,"director's consortium, executive education for public board members",2016,2016,CTO,,,,,None#None#None#None,Other
CTO_76,"University of California, Los Angeles","bachelor of arts, economics with honors: alumni scholar, chancellor's marshall",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Business / Economics
CTO_77,Pakistan Navy Engineering College,"b.s, electrical engineering",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_77,Oklahoma State University,"m.s., m.b.a, electrical and computer engineeirng",1900,1900,CTO,,master,,,None#master#None#None,Business / Economics
CTO_78,Massachusetts Institute of Technology,"mit entrepreneurship online bootcamp, entrepreneurship/entrepreneurial studies",2018,2018,CTO,,,,,None#None#None#None,Other
CTO_78,OUBC,,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_78,St Thomas Residential School,,1990,1995,CTO,,,,,None#None#None#None,Other
CTO_79,Miami University,"b.s., systems analysis",1982,1986,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_80,Tsinghua University,"b.s., electrical engineering",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_80,Princeton University,"ph.d., electrical engineering",1900,1900,CTO,,,phd,,None#None#None#phd,Engineering
CTO_81,Rice University,"phd, computer science",1987,1992,CTO,,,phd,,None#None#None#phd,STEM (Non-Engineering)
CTO_83,Carnegie Mellon University,"ms, software engineering",1993,1994,CTO,,master,,,None#master#None#None,Engineering
CTO_83,University of Buenos Aires,licenciado en analisis de sistemas,1985,1989,CTO,,,,,None#None#None#None,Other
CTO_84,University of New Orleans,"bs, ms, computer science",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_85,The Ohio State University,"m.s., computer science",1992,1993,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_85,University of Illinois Urbana-Champaign,computer science,1993,1994,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_85,"Birla Institute of Technology and Science, Pilani","b.e. (hons.), computer science",1988,1992,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_86,Harvard Business School Executive Education,"executive program, entrepreneurship/entrepreneurial studies",2002,2003,CTO,,,,,None#None#None#None,Other
CTO_86,GE Crotonville,"bmc , international business",2014,2014,CTO,,,,,None#None#None#None,Business / Economics
CTO_86,MIT Sloan School of Management,computer science and artificial intelligence laboratory and leading sustainable systems,2016,2019,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_87,University of Pittsburgh,"bs in cs, majored in computer science ; minors in math and studio arts",1983,1987,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_88,Seattle University,"master's degree, computer software engineering",1989,1992,CTO,,master,,,None#master#None#None,Engineering
CTO_88,Western Washington University,"bachelor's degree, business administration and management, general",1980,1986,CTO,bachelor,,,,bachelor#None#None#None,Business / Economics
CTO_89,University of Otago,"non-matriculating student, computer science and mathmatics",1988,1988,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_89,University of Puget Sound,"bs, computer science, math",1983,1987,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_91,Cameron University,"bachelor of science, computer science",1991,1996,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_91,University of Iowa,mba,1996,1997,CTO,,,,,None#None#None#None,Business / Economics
CTO_92,University of Pittsburgh,"bachelor of science, information science, information systems",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_92,University of Phoenix,master of business administration (mba),1900,1900,CTO,,master,,mba,None#master#mba#None,Business / Economics
CTO_92,Carnegie Mellon University,master of science in information technology (msit),1900,1900,CTO,,master,,,None#master#None#None,Other
CTO_93,"University of Tennessee, Knoxville","bs, bachelor of science, management and information systems",1986,1990,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_94,Muthiah Polytechnic,"diploma, electrical and electronics",1992,1995,CTO,,,,,None#None#None#None,Other
CTO_94,Thiagarajar College of Engineering,"bachelor of engineering (b.e.), electronics and communications engineering",1995,1998,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_95,University of Massachusetts Amherst,"bs, computer science, computer systems engineering, mathematics",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_95,Columbia University,"ms, computer science",1900,1900,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_95,Northwestern University - Kellogg School of Management,"value proposition certification, marketing",1900,1900,CTO,,,,,None#None#None#None,Other
CTO_96,Iowa State University - Ivy College of Business,"bachelor's degree, management information systems, general",1992,1996,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_97,North Carolina State University,"ms, computer science",1998,2000,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_97,Florida Atlantic University,"bs, mathematics",1995,1997,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_98,National Talent Scholarship holder,,1996,2007,CTO,,,,,None#None#None#None,Other
CTO_98,Rice University,"phd, computer science",2002,2007,CTO,,,phd,,None#None#None#phd,STEM (Non-Engineering)
CTO_98,"Indian Institute of Technology, Kharagpur","b. tech, computer science and engineering",1998,2002,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_99,"Indian Institute of Technology, Bombay",bachelor of technology - btech,1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_99,"Indian Institute of Technology, Bombay","btech, mechanical engg",1992,1996,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_99,"Indian Institute of Management, Calcutta","mba, computer information systems, finance",1996,1998,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_100,Massachusetts Institute of Technology,"bachelor of science (b.s.), mathematics and computer science",1991,1995,CTO,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
CTO_100,Duke University - The Fuqua School of Business,"mba, business administration and management, general",1999,2001,CTO,,,,mba,None#None#mba#None,Business / Economics
CTO_101,National University of Sciences and Technology (NUST),"ms, software engineering",1997,1999,CTO,,master,,,None#master#None#None,Engineering
CTO_101,Landmark,"landmark forum, self-awareness and personal assessment",2017,2017,CTO,,,,,None#None#None#None,Other
CTO_101,Goodman School of Business at Brock University,"executive leadership certificate, coaching and employee involvement strategies",2009,2009,CTO,,,,,None#None#None#None,Other
CTO_102,UC Santa Barbara,,1992,1996,CTO,,,,,None#None#None#None,Other
CTO_102,San Jose High School,,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_104,Drexel University,"bs, electrical engineering",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_105,University of Mumbai,"bachelor's degree, economics",1994,1997,CTO,bachelor,,,,bachelor#None#None#None,Business / Economics
CTO_105,DePaul University,"master of science - ms, management information systems, general",2002,2007,CTO,,master,,,None#master#None#None,Other
CTO_106,University of Illinois Urbana-Champaign,"ph.d. and m.s., electrical and computer engineering",1981,1984,CTO,,,phd,,None#None#None#phd,Engineering
CTO_106,"Indian Institute of Technology, Kharagpur","b.tech, electronics engineering",1976,1981,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_106,Don Bosco High School,"indian school certificate, science",1966,1975,CTO,,,,,None#None#None#None,Other
CTO_107,University of Haifa Israel,,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_108,University of Pittsburgh,"b.s., psychology",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_108,University of Pittsburgh Katz Graduate School of Business,m.b.a.,1900,1900,CTO,,,,,None#None#None#None,Business / Economics
CTO_108,St Fidelis,,1900,1900,CTO,,,,,None#None#None#None,Other
CTO_109,University of Southern California,"business administration, entreprenuer program and information systems",1996,1996,CTO,,,,,None#None#None#None,Business / Economics
CTO_109,Harvard Law School,"program on negotiation and leadership, negotiation, mediation and leadership",2010,2010,CTO,,,,,None#None#None#None,Other
CTO_110,"DeVry Institute of Technology, Chicago","electrical, electronics and communications engineering",1984,1987,CTO,,,,,None#None#None#None,Engineering
CTO_111,Drury University,"bachelor of arts, business administration, computer science",1996,2000,CTO,bachelor,,,,bachelor#None#None#None,Business / Economics
CTO_112,The University of Queensland,"doctor of philosophy (phd), agriculture, genetics, analytics",1900,1900,CTO,,,phd,,None#None#None#phd,Other
CTO_112,The University of Queensland,"bachelor's degree, agricultural and horticultural plant breeding",1900,1900,CTO,bachelor,,,,bachelor#None#None#None,Other
CTO_113,University of Houston,mathematics and computer science,1900,1900,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_114,Symbiosis Institute of Management Studies,post graduate diploma: business administration and finance,2005,2006,CTO,,master,,,None#master#None#None,Business / Economics
CTO_114,Carnegie Mellon University,professional certificate : relationship management,2008,2008,CTO,,,,,None#None#None#None,Other
CTO_114,University of Pennsylvania,"fintech: foundations & applications of financial technology, cryptocurrency, blockchain, crowdfunding, modern investing, ai, real estate technology",2021,2021,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_116,Virginia Tech,"bachelor of science (b.s.), industrial & systems engineering + business minor",1998,2001,CTO,bachelor,,,,bachelor#None#None#None,Engineering
CTO_116,University of Washington - Michael G. Foster School of Business,"master of business administration - mba, business administration and management, general",2015,2017,CTO,,master,,mba,None#master#mba#None,Business / Economics
CTO_117,The University of Huddersfield,"master of science, computer science",1900,1900,CTO,,master,,,None#master#None#None,STEM (Non-Engineering)
CTO_117,Washington University in St. Louis,master of business administration (m.b.a.),1900,1900,CTO,,master,,mba,None#master#mba#None,Business / Economics
CTO_118,Berklee College of Music,music production and technology,2011,2012,CTO,,,,,None#None#None#None,Other
CTO_118,Massachusetts Institute of Technology,mathematics,2005,2011,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
CTO_118,Harvard University,computer science,2012,2014,CTO,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_0,Faculty of Management Studies - University of Delhi,master of business administration (mba),2016,2018,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_0,Narayana Junior College - India,mathematics physics chemistry,2010,2012,Consultant,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_0,National Institute of Technology Karnataka,"bachelor of technology - btech, computer science engineering",2012,2016,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_1,University of Illinois Urbana-Champaign,"master of business administration - mba, entrepreneurship/entrepreneurial studies",2019,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_1,Rice University,"bachelor’s degree, chemical and biomolecular engineering, economics",2009,2013,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_2,Walsh College,"master of business administration - mba, technology and data science",2021,2022,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_2,Liverpool John Moores University,"online master's degree, machine learning and artificial intelligence",2020,2022,Consultant,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_2,BMS Institute of Technology and Management,"bachelor of technology (b.tech.), computer science",2012,2016,Consultant,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
Consultant_6,Vellore Institute of Technology,"bachelor's degree, electronics and communication engineering",2013,2017,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_6,Jamnalal Bajaj Institute of Management Studies (JBIMS),"masters in management studies, business administration and management, general",2021,2022,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_7,Emory University - Goizueta Business School,"master of business administration - mba, strategy, business analysis (stem)",2020,2022,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_7,Savitribai Phule Pune University,"bachelor of engineering (b.e.), mechanical",2008,2012,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_8,Symbiosis Centre for Management Studies- Pune,"bachelor’s degree, bba in finance and accounts",2012,2015,Consultant,bachelor,,,,bachelor#None#None#None,Other
Consultant_8,National University of Singapore,"master of business administration - mba, strategy and organization & consulting",2020,2022,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_8,Lourdes Convent High School,"business/commerce, general",2001,2012,Consultant,,,,,None#None#None#None,Business / Economics
Consultant_9,"Birla Institute of Technology and Science, Pilani","b.e.(hons.) electrical and electronics engineering, m.sc.(hons.) chemistry",2009,2014,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_9,EDHEC Business School,"international exchange participant, strategy consulting and digital transformation",2018,2018,Consultant,,,,,None#None#None#None,Other
Consultant_9,"Indian Institute of Management, Indore",master of business administration (mba),2016,2018,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_10,Rajiv Gandhi Prodyogiki Vishwavidyalaya,"bachelor's degree, computer software engineering",2008,2012,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_10,Indian Institute of Management Ahmedabad,post graduate programme,2013,2015,Consultant,,master,,,None#master#None#None,Other
Consultant_11,DIT UNIVERSITY,"bachelor of technology (b.tech.), mechanical engineering",2011,2015,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_11,"DAV Public School, Amritsar",,1996,2011,Consultant,,,,,None#None#None#None,Other
Consultant_12,Delhi Public School  Mathura Road,"high school, science",2002,2013,Consultant,,,,,None#None#None#None,Other
Consultant_12,Netaji Subhas Institute of Technology,"bachelor’s degree, electronics and communications engineering",2013,2017,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_12,University of Minnesota - Carlson School of Management,"master of science - ms, business analytics",2022,2022,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_13,Carnegie Mellon University - Heinz College of Information Systems and Public Policy,"master of science - ms, management, data analytics and information technology",2021,2023,Consultant,,master,,,None#master#None#None,Other
Consultant_13,"Daulat Ram College, Delhi University","bachelor of arts (b.a.) hons., economics",2012,2015,Consultant,bachelor,,,,bachelor#None#None#None,Business / Economics
Consultant_13,Harris School of Public Policy at the University of Chicago,anubhav lecture series,2018,2018,Consultant,,,,,None#None#None#None,Other
Consultant_14,Jaypee University of Information Technology,"bachelor's degree, biotechnology",2014,2018,Consultant,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
Consultant_14,Laureate Public School,"cbse 12, biological and biomedical sciences",2013,2014,Consultant,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_14,Yeshiva University,"master of science - ms, biotechnology management & entrepreneurship",2021,2022,Consultant,,master,,,None#master#None#None,STEM (Non-Engineering)
Consultant_15,Purdue University Krannert School of Management,"master of science - ms, business analytics and information management",2022,2023,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_15,Fr. Conceicao Rodrigues Institute of Technology,"bachelor of engineering - be, electronics and communications engineering",2013,2017,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_15,Indian Institute of Foreign Trade,"master of business administration - mba, international business",2019,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_16,Shri Ram College of Commerce,"bachelor of commerce with honours (b.com hons), business/commerce, general",2015,2018,Consultant,bachelor,,,,bachelor#None#None#None,Business / Economics
Consultant_16,The London School of Economics and Political Science (LSE),"summer school, asset markets and corporate finance",2016,2016,Consultant,,,,,None#None#None#None,Other
Consultant_16,Delhi Public School - R. K. Puram,"business/commerce, general",2003,2015,Consultant,,,,,None#None#None#None,Business / Economics
Consultant_17,Indian School of Business,master of business administration (mba),2017,2018,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_17,Maharaja Agrasen Institute Of Technology,"bachelor of technology (b.tech.), computer science",2008,2012,Consultant,bachelor,,,,bachelor#None#None#None,STEM (Non-Engineering)
Consultant_17,Indian Military Academy,"post graduate diploma, military and strategic leadership",2013,2014,Consultant,,master,,,None#master#None#None,Other
Consultant_18,Patna Science College,,1900,1900,Consultant,,,,,None#None#None#None,Other
Consultant_18,"Questrom School of Business, Boston University",mba & ms-digital technology,2020,2022,Consultant,,,,mba,None#None#mba#None,Business / Economics
Consultant_18,"Indian Institute of Technology, Kanpur","integrated ms, mathematics and scientific computing",2005,2010,Consultant,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_19,Acharya Nagarjuna University,"bachelor's degree, electrical and electronics engineering",2009,2013,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_19,Wright State University,"master's degree, electrical and electronics engineering",2013,2015,Consultant,,master,,,None#master#None#None,Engineering
Consultant_19,"University of California, Davis - Graduate School of Management",master of business administration - mba,2021,2023,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_20,Indian School of Business,master of business administration - mba,2020,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_20,"South Asian university, New Delhi",master in economics,2013,2015,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_20,"SGTB Khalsa College, Delhi University",b.a. (hons.) economics,2010,2013,Consultant,bachelor,,,,bachelor#None#None#None,Business / Economics
Consultant_21,University of Pennsylvania,"master of liberal arts, organizational behavior studies",2018,2020,Consultant,,master,,,None#master#None#None,Other
Consultant_21,American University,"bachelor of arts (b.a.), psychology",2017,2017,Consultant,bachelor,,,,bachelor#None#None#None,Other
Consultant_22,Vellore Institute of Technology,"bachelor of technology, electronics and communication engineering",2015,2019,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_22,Duke University - The Fuqua School of Business,masters in management studies,2022,2022,Consultant,,master,,,None#master#None#None,Other
Consultant_22,Narsee Monjee Educational Trust's - Jamnabai Narsee School,"isc, science",1900,1900,Consultant,,,,,None#None#None#None,Other
Consultant_23,The Institute of Chartered Accountants of India,"chartered accountant, accounting and finance",2013,2017,Consultant,,,,,None#None#None#None,Other
Consultant_23,R A Podar College of Commerce & Economics Matunga Mumbai 400 019,"bachelor of commerce - bcom, accounting and finance",2011,2016,Consultant,bachelor,,,,bachelor#None#None#None,Other
Consultant_23,University of Mumbai,"master's degree, business/commerce, general",2017,2018,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_24,Northwestern University - Kellogg School of Management,master of business administration - mba,2022,2023,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_24,"National Institute of Technology Karnataka,Surathkal","bachelor of technology (btech), chemical engineering",2012,2016,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_24,Kalka Public School (Fiitjee Pinnacle),"high school, science",2010,2012,Consultant,,,,,None#None#None#None,Other
Consultant_25,Lycée Masséna,"preparatory class to the grandes écoles (cpge), mpsi-mp",2017,2019,Consultant,,,,,None#None#None#None,Other
Consultant_25,Ecole Centrale de Marseille,"master of engineering - meng, general engineering",2019,2021,Consultant,,master,,,None#master#None#None,Engineering
Consultant_25,University of Rochester,"master of science - ms, technical entrepreneurship and management",2021,2022,Consultant,,master,,,None#master#None#None,Other
Consultant_26,Central Board of Secondary Education,"high school (tenth grade board examination) , general",1900,1900,Consultant,,,,,None#None#None#None,Other
Consultant_26,UNC Kenan-Flagler Business School,master of business administration - mba,2019,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_26,Jaypee Institute Of Information Technology,"bachelor's degree, computer science and engineering",2011,2015,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_27,L.M. College Of Pharmacy,"bachelor’s degree, pharmacy",2008,2012,Consultant,bachelor,,,,bachelor#None#None#None,Other
Consultant_27,National Institute of Pharmaceutical Education and Research,"master’s degree, pharmaceutical technology",2012,2014,Consultant,,master,,,None#master#None#None,Other
Consultant_27,UNC Kenan-Flagler Business School,"master of business administration - mba, marketing",2019,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_28,Massachusetts Institute of Technology,"executive program, digital marketing analytics",2020,2020,Consultant,,,,,None#None#None#None,Other
Consultant_28,Indian Institute of Management Bangalore,"post graduate diploma in management (equivalent to mba), strategy and marketing",2008,2010,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_28,HEC Paris,"exchange term, strategy",2009,2009,Consultant,,,,,None#None#None#None,Other
Consultant_29,"Indian Institute of Technology, Delhi","bachelor of technology - btech, biochemical engineering and biotechnology",2015,2019,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_29,"Delhi Public School, Faridabad",,2000,2015,Consultant,,,,,None#None#None#None,Other
Consultant_30,"KJ Somaiya College of Engineering, Vidyavihar","bachelor of engineering, electronics and communications engineering",2013,2017,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_30,Purdue University,"master's degree, engineering management",2021,2022,Consultant,,master,,,None#master#None#None,Engineering
Consultant_31,Maharashtra Institute of Technology,"bachelor of engineering - be, mechanical engineering",2017,2017,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_31,University of Connecticut School of Business,"master of science - ms, business analytics and project management",2021,2022,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_32,Stanford University,"m.a., linguistics",1978,1980,Consultant,,master,,,None#master#None#None,Other
Consultant_32,Stanford University,"ph.d., linguistics, minor in japanese",1980,1985,Consultant,,,phd,,None#None#None#phd,Other
Consultant_32,San Francisco Conservatory of Music,"bmus, orchestra conducting, clarinet performance",1975,1977,Consultant,,,,,None#None#None#None,Other
Consultant_33,National Institute of Technology Kurukshetra,"bachelor of technology (b.tech.), electronics and communications engineering",2006,2010,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_33,Narayana Junior College,,2005,2006,Consultant,,,,,None#None#None#None,Other
Consultant_33,Indian School of Business,"master of business administration (mba), marketing and operations",2014,2015,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_34,Faculty of Management Studies - University of Delhi,"master of business administration (m.b.a.), marketing and finance",2012,2014,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_34,Netaji Subhas Institute of Technology,"bachelor's degree, electronics and communications engineering",2008,2012,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_35,Little Flower School,"matriculation, history, civics, math, geography, basic sciences, computer applications, hindi, english",2002,2014,Consultant,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_35,"Indian Institute of Technology, Bombay","bachelor of technology (b.tech.), chemical engineering",2016,2020,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_35,Vidya Bharati Chinmaya Vidyalaya,"intermediate, english, computer science, science, math",2014,2016,Consultant,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_36,Emory University - Goizueta Business School,"executive education, business",2011,2011,Consultant,,,,,None#None#None#None,Business / Economics
Consultant_36,Massachusetts Institute of Technology,data science and big data analytics,2018,2018,Consultant,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_36,The Johns Hopkins University,"executive, executive data science & data science specialization",2016,2017,Consultant,,,,,None#None#None#None,STEM (Non-Engineering)
Consultant_37,Vellore Institute of Technology,"bachelor of technology - btech, mechanical engineering",2009,2013,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_37,Massachusetts Institute of Technology,"master of science - ms, supply chain management",2021,2022,Consultant,,master,,,None#master#None#None,Other
Consultant_37,Faculty of Management Studies - University of Delhi,"master of business administration - mba, operations and marketing",2015,2017,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_38,Indian Institute of Management Udaipur,"master of business administration - mba, business administration and management, general",2019,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_38,National Institute of Technology Warangal,"engineer’s degree, civil engineering",2012,2016,Consultant,,,,,None#None#None#None,Engineering
Consultant_38,Berlin British School,high school,2008,2012,Consultant,,,,,None#None#None#None,Other
Consultant_39,"Indian Institute of Management, Lucknow",master of business administration - mba,2017,2019,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_39,Delhi Technological University (Formerly DCE),"bachelor of technology (b.tech.), electrical and electronics engineering",2012,2016,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_40,Carnegie Mellon University - Tepper School of Business,master of business administration - mba,2022,2024,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_40,Jawaharlal Nehru Technological University,"bachelor of technology - btech, electronics and communications engineering",2007,2011,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_41,SVKM's Narsee Monjee Institute of Management Studies (NMIMS),master of business administration - mba,2019,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_41,B. M. S. College of Engineering,"bachelor of technology - btech, mechanical engineering",2010,2014,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_41,Sommerville Scool Noida,,1996,2010,Consultant,,,,,None#None#None#None,Other
Consultant_42,HEC Paris,master of business administration - mba,2021,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_42,Northwestern University - Kellogg School of Management,master of business administration - mba,2019,2021,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_42,"Indian Institute of Technology, Bombay","master of technology (m.tech.), nanotechnology",2010,2015,Consultant,,master,,,None#master#None#None,Other
Consultant_43,Columbia Engineering,"m.s., business analytics with concentration in fintech",1900,1900,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_43,Columbia Business School,"m.s., business analytics",2018,2020,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_43,The Wharton School,"undergraduate exchange student, statistics and economics",1900,1900,Consultant,,,,,None#None#None#None,Business / Economics
Consultant_44,"Birla Institute of Technology and Science, Pilani","bachelor of engineering (b.e.), electrical and electronics engineering",2011,2016,Consultant,bachelor,,,,bachelor#None#None#None,Engineering
Consultant_44,"Birla Institute of Technology and Science, Pilani","master's degree, economics",2011,2016,Consultant,,master,,,None#master#None#None,Business / Economics
Consultant_45,"Birla Institute of Technology and Science, Pilani",chemical engineering,2010,2014,Consultant,,,,,None#None#None#None,Engineering
Consultant_45,Kendriya Vidyalaya,"intermediate, science",2008,2010,Consultant,,,,,None#None#None#None,Other
Consultant_45,National Institute of Industrial Engineering,"master of business administration - mba, operations & strategy",2017,2019,Consultant,,master,,mba,None#master#mba#None,Business / Economics
Consultant_46,INSEAD,master of business administration - mba,2010,2011,Consultant,,master,,mba,None#master#mba#None,Business / Economics
